Total_Record_length,Weather_Station_USAF ,Year,Month,Day,Date,time.H,Obs Type,Latitude,Longitude,SYNOP Type,Elevation(m),Call Letter Identifier,Wind (Angular Degrees),Wind (QC),Wind TC,Wind Speed (m/s),Wind Speed (QC),Air Temp (Cel),Air Temp (QC),Dew Point (Cel),Dew Point (QC),Precip Time (H),Precip Depth (mm),Precip (CC),Precip (QC)
102,12330,2018,1,15,15/1/2018,18,4,62083,9117,FM-12,638,V020,160,1,N,100,1,-57,1,-72,1,12,5,3,1
83,12330,2018,1,15,15/1/2018,0,4,62083,9117,FM-12,638,V020,140,1,N,90,1,-49,1,-90,1,6,0,9,1
83,12330,2018,1,15,15/1/2018,12,4,62083,9117,FM-12,638,V020,300,1,N,50,1,-55,1,-70,1,6,2,3,1
39,12330,2018,1,15,15/1/2018,2,4,62083,9117,FM-12,638,V020,110,1,N,70,1,-43,1,-83,1,,,,
39,12330,2018,1,15,15/1/2018,13,4,62083,9117,FM-12,638,V020,130,1,N,40,1,-56,1,-78,1,,,,
39,12330,2018,1,15,15/1/2018,8,4,62083,9117,FM-12,638,V020,130,1,N,120,1,-41,1,-73,1,,,,
39,12330,2018,1,15,15/1/2018,1,4,62083,9117,FM-12,638,V020,130,1,N,120,1,-46,1,-87,1,,,,
39,12330,2018,1,15,15/1/2018,9,4,62083,9117,FM-12,638,V020,140,1,N,100,1,-43,1,-73,1,,,,
39,12330,2018,1,15,15/1/2018,10,4,62083,9117,FM-12,638,V020,140,1,N,100,1,-49,1,-72,1,,,,
39,12330,2018,1,15,15/1/2018,7,4,62083,9117,FM-12,638,V020,150,1,N,50,1,-40,1,-73,1,,,,
39,12330,2018,1,15,15/1/2018,16,4,62083,9117,FM-12,638,V020,150,1,N,70,1,-54,1,-78,1,,,,
39,12330,2018,1,15,15/1/2018,4,4,62083,9117,FM-12,638,V020,150,1,N,80,1,-42,1,-74,1,,,,
39,12330,2018,1,15,15/1/2018,11,4,62083,9117,FM-12,638,V020,150,1,N,90,1,-54,1,-70,1,,,,
39,12330,2018,1,15,15/1/2018,19,4,62083,9117,FM-12,638,V020,150,1,N,90,1,-55,1,-69,1,,,,
39,12330,2018,1,15,15/1/2018,22,4,62083,9117,FM-12,638,V020,150,1,N,100,1,-57,1,-67,1,,,,
39,12330,2018,1,15,15/1/2018,15,4,62083,9117,FM-12,638,V020,150,1,N,100,1,-57,1,-77,1,,,,
39,12330,2018,1,15,15/1/2018,14,4,62083,9117,FM-12,638,V020,160,1,N,70,1,-56,1,-76,1,,,,
39,12330,2018,1,15,15/1/2018,20,4,62083,9117,FM-12,638,V020,160,1,N,80,1,-54,1,-69,1,,,,
39,12330,2018,1,15,15/1/2018,17,4,62083,9117,FM-12,638,V020,160,1,N,110,1,-52,1,-76,1,,,,
39,12330,2018,1,15,15/1/2018,23,4,62083,9117,FM-12,638,V020,160,1,N,110,1,-54,1,-64,1,,,,
39,12330,2018,1,15,15/1/2018,3,4,62083,9117,FM-12,638,V020,170,1,N,100,1,-40,1,-78,1,,,,
39,12330,2018,1,15,15/1/2018,21,4,62083,9117,FM-12,638,V020,180,1,N,60,1,-58,1,-70,1,,,,
39,12330,2018,1,15,15/1/2018,5,4,62083,9117,FM-12,638,V020,350,1,N,40,1,-42,1,-74,1,,,,
119,12330,2018,1,16,16/1/2018,6,4,62083,9117,FM-12,638,V020,170,1,N,30,1,-46,1,-54,1,24,12,3,1
102,12330,2018,1,16,16/1/2018,18,4,62083,9117,FM-12,638,V020,170,1,N,20,1,-44,1,-56,1,12,10,3,1
83,12330,2018,1,16,16/1/2018,0,4,62083,9117,FM-12,638,V020,160,1,N,100,1,-54,1,-64,1,6,2,3,1
83,12330,2018,1,16,16/1/2018,12,4,62083,9117,FM-12,638,V020,160,1,N,70,1,-44,1,-55,1,6,10,3,1
39,12330,2018,1,16,16/1/2018,22,4,62083,9117,FM-12,638,V020,140,1,N,10,1,-44,1,-55,1,,,,
39,12330,2018,1,16,16/1/2018,9,4,62083,9117,FM-12,638,V020,140,1,N,60,1,-45,1,-55,1,,,,
39,12330,2018,1,16,16/1/2018,8,4,62083,9117,FM-12,638,V020,140,1,N,60,1,-46,1,-54,1,,,,
39,12330,2018,1,16,16/1/2018,19,4,62083,9117,FM-12,638,V020,150,1,N,40,1,-43,1,-55,1,,,,
39,12330,2018,1,16,16/1/2018,14,4,62083,9117,FM-12,638,V020,150,1,N,40,1,-44,1,-54,1,,,,
39,12330,2018,1,16,16/1/2018,16,4,62083,9117,FM-12,638,V020,150,1,N,50,1,-42,1,-51,1,,,,
39,12330,2018,1,16,16/1/2018,17,4,62083,9117,FM-12,638,V020,150,1,N,50,1,-42,1,-53,1,,,,
39,12330,2018,1,16,16/1/2018,11,4,62083,9117,FM-12,638,V020,150,1,N,70,1,-44,1,-55,1,,,,
39,12330,2018,1,16,16/1/2018,10,4,62083,9117,FM-12,638,V020,150,1,N,70,1,-45,1,-56,1,,,,
39,12330,2018,1,16,16/1/2018,2,4,62083,9117,FM-12,638,V020,150,1,N,70,1,-50,1,-58,1,,,,
39,12330,2018,1,16,16/1/2018,1,4,62083,9117,FM-12,638,V020,150,1,N,80,1,-53,1,-61,1,,,,
39,12330,2018,1,16,16/1/2018,3,4,62083,9117,FM-12,638,V020,150,1,N,90,1,-46,1,-57,1,,,,
39,12330,2018,1,16,16/1/2018,21,4,62083,9117,FM-12,638,V020,160,1,N,20,1,-45,1,-57,1,,,,
39,12330,2018,1,16,16/1/2018,7,4,62083,9117,FM-12,638,V020,160,1,N,40,1,-45,1,-53,1,,,,
39,12330,2018,1,16,16/1/2018,13,4,62083,9117,FM-12,638,V020,160,1,N,50,1,-43,1,-55,1,,,,
39,12330,2018,1,16,16/1/2018,5,4,62083,9117,FM-12,638,V020,160,1,N,50,1,-46,1,-54,1,,,,
39,12330,2018,1,16,16/1/2018,4,4,62083,9117,FM-12,638,V020,160,1,N,60,1,-42,1,-54,1,,,,
39,12330,2018,1,16,16/1/2018,23,4,62083,9117,FM-12,638,V020,170,1,N,20,1,-44,1,-55,1,,,,
39,12330,2018,1,16,16/1/2018,15,4,62083,9117,FM-12,638,V020,170,1,N,20,1,-46,1,-54,1,,,,
39,12330,2018,1,16,16/1/2018,20,4,62083,9117,FM-12,638,V020,180,1,N,20,1,-46,1,-58,1,,,,
119,12330,2018,1,17,17/1/2018,6,4,62083,9117,FM-12,638,V020,140,1,N,20,1,-40,1,-59,1,24,12,3,1
83,12330,2018,1,17,17/1/2018,12,4,62083,9117,FM-12,638,V020,80,1,N,10,1,-43,1,-70,1,6,0,9,1
83,12330,2018,1,17,17/1/2018,0,4,62083,9117,FM-12,638,V020,140,1,N,70,1,-38,1,-58,1,6,0,9,1
102,12330,2018,1,17,17/1/2018,18,4,62083,9117,FM-12,638,V020,240,1,N,10,1,-59,1,-76,1,12,0,9,1
39,12330,2018,1,17,17/1/2018,15,4,62083,9117,FM-12,638,V020,999,9,C,9999,9,-49,1,-73,1,,,,
39,12330,2018,1,17,17/1/2018,16,4,62083,9117,FM-12,638,V020,30,1,N,20,1,-47,1,-73,1,,,,
39,12330,2018,1,17,17/1/2018,14,4,62083,9117,FM-12,638,V020,50,1,N,10,1,-43,1,-68,1,,,,
39,12330,2018,1,17,17/1/2018,5,4,62083,9117,FM-12,638,V020,60,1,N,20,1,-40,1,-58,1,,,,
39,12330,2018,1,17,17/1/2018,7,4,62083,9117,FM-12,638,V020,70,1,N,10,1,-44,1,-60,1,,,,
39,12330,2018,1,17,17/1/2018,13,4,62083,9117,FM-12,638,V020,80,1,N,10,1,-42,1,-71,1,,,,
39,12330,2018,1,17,17/1/2018,20,4,62083,9117,FM-12,638,V020,80,1,N,10,1,-67,1,-87,1,,,,
39,12330,2018,1,17,17/1/2018,8,4,62083,9117,FM-12,638,V020,120,1,N,10,1,-43,1,-59,1,,,,
39,12330,2018,1,17,17/1/2018,9,4,62083,9117,FM-12,638,V020,130,1,N,20,1,-41,1,-60,1,,,,
39,12330,2018,1,17,17/1/2018,3,4,62083,9117,FM-12,638,V020,130,1,N,70,1,-42,1,-62,1,,,,
39,12330,2018,1,17,17/1/2018,4,4,62083,9117,FM-12,638,V020,140,1,N,30,1,-42,1,-60,1,,,,
39,12330,2018,1,17,17/1/2018,22,4,62083,9117,FM-12,638,V020,150,1,N,10,1,-72,1,-89,1,,,,
39,12330,2018,1,17,17/1/2018,2,4,62083,9117,FM-12,638,V020,150,1,N,40,1,-40,1,-62,1,,,,
39,12330,2018,1,17,17/1/2018,1,4,62083,9117,FM-12,638,V020,150,1,N,70,1,-38,1,-61,1,,,,
39,12330,2018,1,17,17/1/2018,21,4,62083,9117,FM-12,638,V020,190,1,N,10,1,-70,1,-89,1,,,,
39,12330,2018,1,17,17/1/2018,23,4,62083,9117,FM-12,638,V020,230,1,N,10,1,-75,1,-90,1,,,,
39,12330,2018,1,17,17/1/2018,19,4,62083,9117,FM-12,638,V020,250,1,N,10,1,-69,1,-88,1,,,,
39,12330,2018,1,17,17/1/2018,17,4,62083,9117,FM-12,638,V020,260,1,N,10,1,-53,1,-79,1,,,,
39,12330,2018,1,17,17/1/2018,11,4,62083,9117,FM-12,638,V020,270,1,N,10,1,-44,1,-63,1,,,,
39,12330,2018,1,17,17/1/2018,10,4,62083,9117,FM-12,638,V020,270,1,N,10,1,-45,1,-67,1,,,,
119,12330,2018,1,18,18/1/2018,6,4,62083,9117,FM-12,638,V020,130,1,N,50,1,-68,1,-94,1,12,0,9,1
83,12330,2018,1,18,18/1/2018,0,4,62083,9117,FM-12,638,V020,290,1,N,10,1,-77,1,-90,1,6,0,9,1
83,12330,2018,1,18,18/1/2018,12,4,62083,9117,FM-12,638,V020,140,1,N,40,1,-73,1,-106,1,6,0,9,1
102,12330,2018,1,18,18/1/2018,18,4,62083,9117,FM-12,638,V020,280,1,N,10,1,-85,1,-112,1,12,0,9,1
39,12330,2018,1,18,18/1/2018,3,4,62083,9117,FM-12,638,V020,130,1,N,20,1,-66,1,-82,1,,,,
39,12330,2018,1,18,18/1/2018,9,4,62083,9117,FM-12,638,V020,130,1,N,30,1,-71,1,-98,1,,,,
39,12330,2018,1,18,18/1/2018,14,4,62083,9117,FM-12,638,V020,130,1,N,50,1,-73,1,-106,1,,,,
39,12330,2018,1,18,18/1/2018,10,4,62083,9117,FM-12,638,V020,140,1,N,30,1,-75,1,-103,1,,,,
39,12330,2018,1,18,18/1/2018,16,4,62083,9117,FM-12,638,V020,150,1,N,20,1,-80,1,-110,1,,,,
39,12330,2018,1,18,18/1/2018,17,4,62083,9117,FM-12,638,V020,150,1,N,30,1,-78,1,-108,1,,,,
39,12330,2018,1,18,18/1/2018,13,4,62083,9117,FM-12,638,V020,150,1,N,50,1,-74,1,-105,1,,,,
39,12330,2018,1,18,18/1/2018,5,4,62083,9117,FM-12,638,V020,160,1,N,30,1,-67,1,-90,1,,,,
39,12330,2018,1,18,18/1/2018,7,4,62083,9117,FM-12,638,V020,160,1,N,30,1,-69,1,-94,1,,,,
39,12330,2018,1,18,18/1/2018,15,4,62083,9117,FM-12,638,V020,160,1,N,30,1,-75,1,-108,1,,,,
39,12330,2018,1,18,18/1/2018,8,4,62083,9117,FM-12,638,V020,160,1,N,40,1,-72,1,-99,1,,,,
39,12330,2018,1,18,18/1/2018,11,4,62083,9117,FM-12,638,V020,160,1,N,40,1,-74,1,-104,1,,,,
39,12330,2018,1,18,18/1/2018,1,4,62083,9117,FM-12,638,V020,170,1,N,10,1,-79,1,-94,1,,,,
39,12330,2018,1,18,18/1/2018,2,4,62083,9117,FM-12,638,V020,180,1,N,10,1,-75,1,-91,1,,,,
39,12330,2018,1,18,18/1/2018,4,4,62083,9117,FM-12,638,V020,190,1,N,30,1,-67,1,-90,1,,,,
39,12330,2018,1,18,18/1/2018,23,4,62083,9117,FM-12,638,V020,200,1,N,10,1,-95,1,-115,1,,,,
39,12330,2018,1,18,18/1/2018,21,4,62083,9117,FM-12,638,V020,200,1,N,10,1,-97,1,-118,1,,,,
39,12330,2018,1,18,18/1/2018,22,4,62083,9117,FM-12,638,V020,210,1,N,20,1,-92,1,-113,1,,,,
39,12330,2018,1,18,18/1/2018,20,4,62083,9117,FM-12,638,V020,230,1,N,10,1,-91,1,-113,1,,,,
39,12330,2018,1,18,18/1/2018,19,4,62083,9117,FM-12,638,V020,240,1,N,10,1,-93,1,-115,1,,,,
119,12330,2018,1,19,19/1/2018,6,4,62083,9117,FM-12,638,V020,130,1,N,20,1,-86,1,-108,1,12,0,9,1
83,12330,2018,1,19,19/1/2018,0,4,62083,9117,FM-12,638,V020,160,1,N,20,1,-87,1,-104,1,6,0,9,1
83,12330,2018,1,19,19/1/2018,12,4,62083,9117,FM-12,638,V020,180,1,N,10,1,-83,1,-111,1,6,0,9,1
102,12330,2018,1,19,19/1/2018,18,4,62083,9117,FM-12,638,V020,300,1,N,10,1,-90,1,-108,1,12,0,9,1
39,12330,2018,1,19,19/1/2018,22,4,62083,9117,FM-12,638,V020,20,1,N,10,1,-92,1,-106,1,,,,
39,12330,2018,1,19,19/1/2018,17,4,62083,9117,FM-12,638,V020,70,1,N,10,1,-101,1,-115,1,,,,
39,12330,2018,1,19,19/1/2018,16,4,62083,9117,FM-12,638,V020,130,1,N,10,1,-108,1,-126,1,,,,
39,12330,2018,1,19,19/1/2018,5,4,62083,9117,FM-12,638,V020,130,1,N,30,1,-90,1,-104,1,,,,
39,12330,2018,1,19,19/1/2018,4,4,62083,9117,FM-12,638,V020,140,1,N,10,1,-99,1,-113,1,,,,
39,12330,2018,1,19,19/1/2018,1,4,62083,9117,FM-12,638,V020,150,1,N,20,1,-89,1,-106,1,,,,
39,12330,2018,1,19,19/1/2018,23,4,62083,9117,FM-12,638,V020,160,1,N,10,1,-84,1,-97,1,,,,
39,12330,2018,1,19,19/1/2018,10,4,62083,9117,FM-12,638,V020,180,1,N,10,1,-89,1,-110,1,,,,
39,12330,2018,1,19,19/1/2018,2,4,62083,9117,FM-12,638,V020,180,1,N,10,1,-94,1,-111,1,,,,
39,12330,2018,1,19,19/1/2018,3,4,62083,9117,FM-12,638,V020,180,1,N,10,1,-98,1,-114,1,,,,
39,12330,2018,1,19,19/1/2018,14,4,62083,9117,FM-12,638,V020,180,1,N,20,1,-92,1,-118,1,,,,
39,12330,2018,1,19,19/1/2018,7,4,62083,9117,FM-12,638,V020,180,1,N,20,1,-107,1,-126,1,,,,
39,12330,2018,1,19,19/1/2018,15,4,62083,9117,FM-12,638,V020,190,1,N,20,1,-103,1,-124,1,,,,
39,12330,2018,1,19,19/1/2018,11,4,62083,9117,FM-12,638,V020,210,1,N,10,1,-89,1,-114,1,,,,
39,12330,2018,1,19,19/1/2018,21,4,62083,9117,FM-12,638,V020,220,1,N,10,1,-91,1,-105,1,,,,
39,12330,2018,1,19,19/1/2018,20,4,62083,9117,FM-12,638,V020,220,1,N,10,1,-93,1,-107,1,,,,
39,12330,2018,1,19,19/1/2018,8,4,62083,9117,FM-12,638,V020,220,1,N,10,1,-106,1,-127,1,,,,
39,12330,2018,1,19,19/1/2018,9,4,62083,9117,FM-12,638,V020,220,1,N,20,1,-99,1,-116,1,,,,
39,12330,2018,1,19,19/1/2018,13,4,62083,9117,FM-12,638,V020,230,1,N,10,1,-86,1,-111,1,,,,
39,12330,2018,1,19,19/1/2018,19,4,62083,9117,FM-12,638,V020,230,1,N,10,1,-95,1,-112,1,,,,
119,12330,2018,1,20,20/1/2018,6,4,62083,9117,FM-12,638,V020,300,1,N,10,1,-74,1,-89,1,12,0,9,1
83,12330,2018,1,20,20/1/2018,0,4,62083,9117,FM-12,638,V020,290,1,N,10,1,-90,1,-103,1,6,0,9,1
83,12330,2018,1,20,20/1/2018,12,4,62083,9117,FM-12,638,V020,150,1,N,70,1,-59,1,-83,1,6,0,9,1
102,12330,2018,1,20,20/1/2018,18,4,62083,9117,FM-12,638,V020,150,1,N,30,1,-62,1,-93,1,12,0,9,1
39,12330,2018,1,20,20/1/2018,22,4,62083,9117,FM-12,638,V020,100,1,N,10,1,-70,1,-90,1,,,,
39,12330,2018,1,20,20/1/2018,17,4,62083,9117,FM-12,638,V020,150,1,N,10,1,-62,1,-93,1,,,,
39,12330,2018,1,20,20/1/2018,14,4,62083,9117,FM-12,638,V020,150,1,N,50,1,-56,1,-94,1,,,,
39,12330,2018,1,20,20/1/2018,10,4,62083,9117,FM-12,638,V020,150,1,N,60,1,-56,1,-80,1,,,,
39,12330,2018,1,20,20/1/2018,3,4,62083,9117,FM-12,638,V020,160,1,N,10,1,-86,1,-99,1,,,,
39,12330,2018,1,20,20/1/2018,13,4,62083,9117,FM-12,638,V020,160,1,N,30,1,-58,1,-85,1,,,,
39,12330,2018,1,20,20/1/2018,23,4,62083,9117,FM-12,638,V020,160,1,N,30,1,-72,1,-93,1,,,,
39,12330,2018,1,20,20/1/2018,11,4,62083,9117,FM-12,638,V020,160,1,N,50,1,-60,1,-86,1,,,,
39,12330,2018,1,20,20/1/2018,19,4,62083,9117,FM-12,638,V020,170,1,N,10,1,-68,1,-96,1,,,,
39,12330,2018,1,20,20/1/2018,16,4,62083,9117,FM-12,638,V020,180,1,N,20,1,-63,1,-94,1,,,,
39,12330,2018,1,20,20/1/2018,8,4,62083,9117,FM-12,638,V020,210,1,N,10,1,-69,1,-88,1,,,,
39,12330,2018,1,20,20/1/2018,2,4,62083,9117,FM-12,638,V020,220,1,N,10,1,-88,1,-102,1,,,,
39,12330,2018,1,20,20/1/2018,4,4,62083,9117,FM-12,638,V020,230,1,N,10,1,-82,1,-95,1,,,,
39,12330,2018,1,20,20/1/2018,15,4,62083,9117,FM-12,638,V020,250,1,N,10,1,-63,1,-96,1,,,,
39,12330,2018,1,20,20/1/2018,20,4,62083,9117,FM-12,638,V020,250,1,N,10,1,-68,1,-95,1,,,,
39,12330,2018,1,20,20/1/2018,21,4,62083,9117,FM-12,638,V020,260,1,N,10,1,-68,1,-89,1,,,,
39,12330,2018,1,20,20/1/2018,9,4,62083,9117,FM-12,638,V020,260,1,N,20,1,-67,1,-87,1,,,,
39,12330,2018,1,20,20/1/2018,7,4,62083,9117,FM-12,638,V020,290,1,N,10,1,-72,1,-88,1,,,,
39,12330,2018,1,20,20/1/2018,5,4,62083,9117,FM-12,638,V020,290,1,N,10,1,-78,1,-93,1,,,,
39,12330,2018,1,20,20/1/2018,1,4,62083,9117,FM-12,638,V020,300,1,N,10,1,-88,1,-101,1,,,,
119,12330,2018,1,21,21/1/2018,6,4,62083,9117,FM-12,638,V020,80,1,N,10,1,-97,1,-113,1,12,0,9,1
83,12330,2018,1,21,21/1/2018,12,4,62083,9117,FM-12,638,V020,170,1,N,30,1,-107,1,-129,1,6,0,9,1
83,12330,2018,1,21,21/1/2018,0,4,62083,9117,FM-12,638,V020,150,1,N,30,1,-74,1,-94,1,6,0,9,1
102,12330,2018,1,21,21/1/2018,18,4,62083,9117,FM-12,638,V020,150,1,N,10,1,-142,1,-160,1,12,0,9,1
39,12330,2018,1,21,21/1/2018,5,4,62083,9117,FM-12,638,V020,999,9,C,9999,9,-100,1,-117,1,,,,
39,12330,2018,1,21,21/1/2018,17,4,62083,9117,FM-12,638,V020,999,9,C,9999,9,-131,1,-149,1,,,,
39,12330,2018,1,21,21/1/2018,19,4,62083,9117,FM-12,638,V020,999,9,C,9999,9,-153,1,-170,1,,,,
39,12330,2018,1,21,21/1/2018,23,4,62083,9117,FM-12,638,V020,20,1,N,10,1,-164,1,-183,1,,,,
39,12330,2018,1,21,21/1/2018,16,4,62083,9117,FM-12,638,V020,40,1,N,10,1,-125,1,-144,1,,,,
39,12330,2018,1,21,21/1/2018,22,4,62083,9117,FM-12,638,V020,40,1,N,10,1,-161,1,-180,1,,,,
39,12330,2018,1,21,21/1/2018,1,4,62083,9117,FM-12,638,V020,120,1,N,10,1,-83,1,-100,1,,,,
39,12330,2018,1,21,21/1/2018,7,4,62083,9117,FM-12,638,V020,120,1,N,10,1,-100,1,-117,1,,,,
39,12330,2018,1,21,21/1/2018,20,4,62083,9117,FM-12,638,V020,130,1,N,10,1,-157,1,-174,1,,,,
39,12330,2018,1,21,21/1/2018,15,4,62083,9117,FM-12,638,V020,150,1,N,20,1,-116,1,-134,1,,,,
39,12330,2018,1,21,21/1/2018,21,4,62083,9117,FM-12,638,V020,160,1,N,20,1,-160,1,-177,1,,,,
39,12330,2018,1,21,21/1/2018,14,4,62083,9117,FM-12,638,V020,160,1,N,30,1,-113,1,-132,1,,,,
39,12330,2018,1,21,21/1/2018,11,4,62083,9117,FM-12,638,V020,170,1,N,10,1,-102,1,-123,1,,,,
39,12330,2018,1,21,21/1/2018,13,4,62083,9117,FM-12,638,V020,180,1,N,20,1,-110,1,-131,1,,,,
39,12330,2018,1,21,21/1/2018,10,4,62083,9117,FM-12,638,V020,190,1,N,10,1,-105,1,-124,1,,,,
39,12330,2018,1,21,21/1/2018,2,4,62083,9117,FM-12,638,V020,210,1,N,10,1,-89,1,-107,1,,,,
39,12330,2018,1,21,21/1/2018,3,4,62083,9117,FM-12,638,V020,220,1,N,10,1,-90,1,-107,1,,,,
39,12330,2018,1,21,21/1/2018,9,4,62083,9117,FM-12,638,V020,230,1,N,10,1,-110,1,-127,1,,,,
39,12330,2018,1,21,21/1/2018,4,4,62083,9117,FM-12,638,V020,260,1,N,10,1,-96,1,-114,1,,,,
39,12330,2018,1,21,21/1/2018,8,4,62083,9117,FM-12,638,V020,270,1,N,10,1,-111,1,-128,1,,,,
119,12330,2018,1,22,22/1/2018,6,4,62083,9117,FM-12,638,V020,150,1,N,10,1,-193,1,-214,1,12,0,9,1
83,12330,2018,1,22,22/1/2018,0,4,62083,9117,FM-12,638,V020,210,1,N,10,1,-167,1,-186,1,6,0,9,1
83,12330,2018,1,22,22/1/2018,12,4,62083,9117,FM-12,638,V020,999,9,C,9999,9,-193,1,-215,1,6,0,9,1
102,12330,2018,1,22,22/1/2018,18,4,62083,9117,FM-12,638,V020,30,1,N,10,1,-180,1,-201,1,12,0,9,1
39,12330,2018,1,22,22/1/2018,20,4,62083,9117,FM-12,638,V020,999,9,C,9999,9,-181,1,-202,1,,,,
39,12330,2018,1,22,22/1/2018,19,4,62083,9117,FM-12,638,V020,999,9,C,9999,9,-183,1,-204,1,,,,
39,12330,2018,1,22,22/1/2018,11,4,62083,9117,FM-12,638,V020,999,9,C,9999,9,-194,1,-216,1,,,,
39,12330,2018,1,22,22/1/2018,2,4,62083,9117,FM-12,638,V020,70,1,N,10,1,-177,1,-197,1,,,,
39,12330,2018,1,22,22/1/2018,3,4,62083,9117,FM-12,638,V020,70,1,N,10,1,-178,1,-199,1,,,,
39,12330,2018,1,22,22/1/2018,9,4,62083,9117,FM-12,638,V020,70,1,N,10,1,-206,1,-229,1,,,,
39,12330,2018,1,22,22/1/2018,14,4,62083,9117,FM-12,638,V020,80,1,N,10,1,-194,1,-216,1,,,,
39,12330,2018,1,22,22/1/2018,7,4,62083,9117,FM-12,638,V020,150,1,N,10,1,-199,1,-221,1,,,,
39,12330,2018,1,22,22/1/2018,1,4,62083,9117,FM-12,638,V020,160,1,N,10,1,-173,1,-193,1,,,,
39,12330,2018,1,22,22/1/2018,4,4,62083,9117,FM-12,638,V020,160,1,N,10,1,-182,1,-203,1,,,,
39,12330,2018,1,22,22/1/2018,8,4,62083,9117,FM-12,638,V020,170,1,N,20,1,-198,1,-220,1,,,,
39,12330,2018,1,22,22/1/2018,23,4,62083,9117,FM-12,638,V020,180,1,N,10,1,-170,1,-190,1,,,,
39,12330,2018,1,22,22/1/2018,5,4,62083,9117,FM-12,638,V020,180,1,N,20,1,-186,1,-207,1,,,,
39,12330,2018,1,22,22/1/2018,10,4,62083,9117,FM-12,638,V020,190,1,N,10,1,-202,1,-225,1,,,,
39,12330,2018,1,22,22/1/2018,22,4,62083,9117,FM-12,638,V020,200,1,N,10,1,-171,1,-191,1,,,,
39,12330,2018,1,22,22/1/2018,13,4,62083,9117,FM-12,638,V020,220,1,N,10,1,-194,1,-216,1,,,,
39,12330,2018,1,22,22/1/2018,17,4,62083,9117,FM-12,638,V020,230,1,N,10,1,-185,1,-207,1,,,,
39,12330,2018,1,22,22/1/2018,16,4,62083,9117,FM-12,638,V020,300,1,N,10,1,-188,1,-210,1,,,,
39,12330,2018,1,22,22/1/2018,21,4,62083,9117,FM-12,638,V020,340,1,N,10,1,-181,1,-202,1,,,,
39,12330,2018,1,22,22/1/2018,15,4,62083,9117,FM-12,638,V020,350,1,N,10,1,-193,1,-215,1,,,,
119,12330,2018,1,23,23/1/2018,6,4,62083,9117,FM-12,638,V020,270,1,N,20,1,-101,1,-114,1,12,7,3,1
83,12330,2018,1,23,23/1/2018,0,4,62083,9117,FM-12,638,V020,290,1,N,10,1,-159,1,-178,1,6,0,9,1
83,12330,2018,1,23,23/1/2018,12,4,62083,9117,FM-12,638,V020,140,1,N,60,1,-59,1,-89,1,6,2,3,1
102,12330,2018,1,23,23/1/2018,18,4,62083,9117,FM-12,638,V020,210,1,N,20,1,-44,1,-64,1,12,2,3,1
39,12330,2018,1,23,23/1/2018,1,4,62083,9117,FM-12,638,V020,80,1,N,10,1,-154,1,-173,1,,,,
39,12330,2018,1,23,23/1/2018,2,4,62083,9117,FM-12,638,V020,130,1,N,10,1,-147,1,-165,1,,,,
39,12330,2018,1,23,23/1/2018,10,4,62083,9117,FM-12,638,V020,130,1,N,30,1,-69,1,-89,1,,,,
39,12330,2018,1,23,23/1/2018,15,4,62083,9117,FM-12,638,V020,140,1,N,20,1,-55,1,-81,1,,,,
39,12330,2018,1,23,23/1/2018,11,4,62083,9117,FM-12,638,V020,140,1,N,80,1,-62,1,-90,1,,,,
39,12330,2018,1,23,23/1/2018,3,4,62083,9117,FM-12,638,V020,150,1,N,10,1,-132,1,-148,1,,,,
39,12330,2018,1,23,23/1/2018,23,4,62083,9117,FM-12,638,V020,150,1,N,20,1,-17,1,-43,1,,,,
